genre,review,rating
romance,"3 . 5 Cinderella loving Stars! 
 Source: eARC for Honest Review Courtesy of Forever Romance 
 Genre: Adult Contemporary Romance 
 Part 1 in a new spin off series 
 My The Bachelor Auction Review . . . 
 When needing a good laugh Rachel Van Dyken is one of my go to authors. So, when I found out that this new series was based in the same world as the Bet Series I jumped at the chance to read and review it. 
 In this new series we have a modern day Cinderella story with millionaire Brock Wellington and near invisible Jane and her evil sisters. After a tragic loss and regretful words, Brock has turned into a yes man even if its the last thing he wants to do. 
 Now forced to auction himself off to save the family and the family company, Brock is forced to deal with his demons via his scheming grandfather. With Brock facing a bleak future he finds a wide eyed girl who needs saving but how does he get to know her more when she leaves the party with no name or number given. With the auction looming in the future Brock is forced to go on vacation at his childhood ranch. 
 Jane may be the youngest sister but she keeps family close, unfortunately her sisters don't feel the same and use and abuse poor Jane. After given the opportunity to have a working vacation to clean a ranch home, she jumps at the chance to get away from her sisters. 
 Even though these two have met before the second meeting doesn't go as well, while Brock is facing his demons. 
 ""The real hammer, not the sexual one you're envisioning in your mind in order to distract me from the fact that you're a spoiled, silver spoon-fed city boy with the brain of an gnat."" 
 Jane helps Brock to deal with his past and vice versa since these two quickly realize they have a lot in common. 
 ""Boring, Brock?"" Jane asked. ""It's about as bad as it sounds."" ""Well, I'm Plain Jane so . . . I understand."" 
 Finally Brock wants something or someone for himself, but how does he save the family and get his girl? 
 ""Sometimes it's in the place you least expect it, like in a house full of ghosts and with a girl who carries bleach in her purse."" 
 With the help of fellow scheming mastermind Nadine Titus from the Bet series, Brock can finally get his cake and eat it too. I have to admit I quite adored this book and it has tons of potential especially where the twins are concerned, but I didn't think this book was as funny as some of RVD's previous books have been. Don't get me wrong there was tons of fun but the balance tipped to the more serious then humor this time around, which is great but I wasn't expecting it. Did I still like this book? Absolutely. Will I read more from this series? In a heart beat.",4
children,"This book is SO.MUCH.FUN. It's a very rhythmic read: ""hand, hand, fingers thumb, one thumb, one thumb, drumming on a drum,"" which makes it a whole body experience for both of us. We read it together and beat on the floor to the rhythm, occasionally stopping to point out a plum or other interesting illustration. My son, 20 months, asks for it by name now: ""dum ditty dum DUM!"" because it has all his favorite things in it: monkeys, loud noises, a chance to hit things, and more monkeys. If not his favorite, this book is certainly in his top five.",5
mystery_thriller_crime,"I love Precious and the other characters; I really enjoyed this series. I tried at least one of his other series, but just didn't care for it much. I'm not sure I finished it--whatever it was.",0
comics_graphic,Completely confusing!,1
romance,"4 Dark but yet healing Stars! 
 Source: eARC for Honest Review Courtesy from Berkley | Penguin Group via NetGalley 
 If you liked Willing Victim by Cara McKenna then you will like this book. This book was really good but it took me awhile to get completely engaged with it. I don't know if I wasn't originally in the mood or what. With darker themes you have to be in the right head space to truly enjoy the experience. It take a bit for me but eventually I was hooked and fell in love with Jonah and Vivienne. 
 Since a teenager Vivienne has craved a dark sexual need but hasn't found anyone willing to fulfill it for her. This need-it drives her, it torments her, it haunts her. After being publicly out for her darkest desires she finds comfort in a dark stranger. A stranger that wakes up things she didn't know even existed. A stranger who also shares just as dark as a need. 
 ~ The harm is when the lines between reality and fantasy get blurred. Like they did last night. ~ 
 Jonah has his own issues but finds a match in Vivienne. Quickly but safely these two embark on a journey to give each other what they need. 
 ""It's your fantasy, and mine. Chances like this don't come along often-two people twisted in the exact same way."" 
 Even though Vivienne is filled with tons of shame for her wants, she knows something about this feels also right. 
 ~ That ought to scare the shit out of me, except-he's right. I do want to play rough. I want the dirtiest, filthiest brutality, and I want it badly. Wanted it for so long.~ 
 With these desires also causes vulnerability. There's a very slippery slope where these two are concerned. They both know what they need but they don't know each others whys. 
 ""I just want to ask why."" ""In my experience, the answers to questions like that usually fail to satisfy."" 
 This whole fantasy/reality line is a journey for Vivienne. But a healing journey. Finally she has found her equal. Her match. Someone who believes her. 
 ~These days I don't hate myself for having been raped. I hate myself for wanting to act it out all over again. ~ 
 Just because they need each other also doesn't make it right. 
 ""No. But don't you see? I don't just fuck you, Jonah. I bare my soul to you. . . "" 
 The more they play the more the line gets crossed. The more the inner torment seeps in. 
 The best move is not to answer him, now or ever. 
 I click reply. 
 Because of their needs it makes this relationship to so much more than it was originally supposed to be. 
 ""Really you only know one important thing about me. But the one thing you know is the simple most intimate, private thing I've ever shared with anyone. That's why I said I bared my soul to you, every time. That's why this relationship feels like - "" 
 Now trying to decide to have their desires met as well as being honest with their emotions is tough on both of them. This is not an easy relationship to begin with and they're both walking on a live volcano of emotions and feelings. 
 ""Exactly. The fantasy isn't your problem; it's the extremity of your fixation on it. Who is it who won't let you find sexual satisfaction any other way?"" 
 The truth of the past comes out. It's not a pretty past. It's dark and sad. But it's also the bond that holds these two together. Can they find their way to a lighter future together? Or are they going to be chained by their dark pasts? Only time will tell and now we have to wait till September to see if these two can make a real relationship between them. 
 For more reviews, visit Live Read and Breathe 
 Like us on Facebook Live Read and Breathe Facebook 
 Follow along with Twitter Live Read and Breathe Twitter",4
fantasy_paranormal,"This is absolutely gorgeous and almost unbelievably hot. 
 That naming practices of the world of ACtW are quite confusing to me since most names are unpronounceable but the storytelling and wolrdbuilding are too fascinating, the characters too well formed, wolf and human and even troll alike for naming to even stop me for a moment. 
 Its treatment of war reminded me strongly of 'Ender's Game' and I'm looking forward to the next books immensely so I need to go get dressed and go acquire them now.",4
romance,"The best thing about Losing Hope, is that it wasn't just Hopeless from a different POV. 
 So much more was revealed about Holder's story, that this truly is a unique book in and of itself. In this, Holder's love for Les truly comes through just as much as his love for Hope. 
 The writing was fantastic, the pace was perfect, and Holder is still as dreamy as ever. I read Hopeless about 3 days before Losing Hope, and I never got bored, because there was so much that was new. So please, if you are hesitant to pick this up, afraid it won't be worth it as a companion novel, think again, because Losing Hope is fantastic. 
 *** I received a reviewers copy through NetGalley.",5
mystery_thriller_crime,"Love these books. Such easy, enjoyable reads. Nothing serious, nothing to really think about, just a good story to entertain me. I don't know how she does it but every one of these books gets me laughing out loud. And, in keeping with tradition, I'm totally out of order with the numbers!",4
young_adult,"Non c'e che dire quest'autrice non sbaglia un colpo! 
 Ho adorato tutto: stile, trama e protagonisti. Scusatemi sapete per caso dove posso prenotare EliOz con consegna in sole 24 ore dall'ordine?! 
 #QuestiDueSonoDaSbatacchiare 
 #Padre&FiglioAwwwww",4
young_adult,"This book was absolutely amazing! It was a cute and fun contemporary that also tackled some very serious issues that are very relevant to this country today. I adored Jasmine and her family, and her relationship with Royce was so cute. The story line was such a roller coaster and made me so emotional! It really made me think about what it means to be an American, and examine the privileged I am afforded by having been born here. I also loved the quotes that were at the beginning of each chapter, they were great and relevant to the story. This is definitely a book that will stick with me for a long time, and I think it's an important one that everyone should read, especially now. This is the first book by Melissa de la Cruz that I've read but I will definitely be checking out more of her work!",4
history_biography,"Disappointing in comparison to his other books. 
 I've always liked Burrough's novels, and I've read his original four novels quite a few times and they remains as funny as when I first read them, but this christmas themed book definitely feels like a simple cash-in for the holidays. 
 The stories are also somewhat jarring, as if the book is split into two sections. The first few stories have some genuinely funny moments from his childhood, like the confusion of whether Jesus and Santa are the same person, and when his attempt at making a gingerbread house ends up more resembling a crack den. 
 These first few stories have an innocence to them that lends to humour well, but after that there are stories about having one night stands with a random Santa Claus twice his age, and a story where he sleeps with 'the bum's during Christmas Eve, that aren't particularly funny, or as scandalous as the author seems to want them to be. 
 Overall, I'd give three stars to the first three or four stories, but only one star to the final three. Disappointing.",2
fantasy_paranormal,"4.5 
 WOW what a ride! 
 I wanted to punch sooo many ppl throughout this book, seriously. 
 and on to the next one:-D",4
fantasy_paranormal,I love it...I love this whole series...on to the next...,5
history_biography,"As an introduction to Jefferson, this book is adequate. The illustrations are beautiful. Significant relationships, Jefferson's divergent interests and many accomplishments are referenced, however, I felt it dwelt quite a bit on the ""negatives"" of Jefferson - particularly in regard to slavery and Sally Hemings - which form the opening page. 
 The account of all the people Jefferson lost (sister, mother, sister, best friend, wife, daughter, etc) serve as a stark reminder of the mortality rates of the time. I would have liked more context on whether or not his losses were typical in a large family of the colonial time (I think they were). 
 His political development and Presidency in particular need supplementation. 
 Finally, the Sally Hemings relationship is presented as fact, whereas all that we know is that her children were related to the Jefferson line. Whether or not her lover Thomas Jefferson himself or another relative (many of whom were regularly at Monticello) is not clear. It bothers me to account as fact an accusation that was started as campaign slander 200 years ago. The Monticello website had a much more balanced treatment of the topic. You can read it here: 
 http://www.monticello.org/site/planta... 
 Adequate, but not outstanding, treatment of a brilliant and complication Virginia gentleman that played several crucial roles in the early national history of the USA.",3
children,REQUIRED READING - SIXTH GRADE: A moving story about a boy doing everything he can to keep his hound pups. I enjoyed this book a lot.,3
mystery_thriller_crime,"What if you could start over with your loved one? The lawyer gets a second chance when his lover loses his memory. This story is fraught with the painful memories of their past (usually from the lawyer), so it's not as much fun to reread. It's still a good story, and I like the detective who was the supporting character!",5
mystery_thriller_crime,"I enjoyed the first book in this series, The Dirty Book Murder, so I was looking forward to Left Turn at Paradise. Unfortunately, it ended up being just an OK read for me. I was hoping for more of a mystery. The story started out that way, but then it turned into a weird ""adventure"" type book in the New Zealand wilderness. It just wasn't what I was expecting. The story was also heavy with description and history lessons. It slowed down the plot and made me skim a few areas of the story. 
 The other thing that confused me was Michael. I felt like his personality was different from the first book. He claims to love Josie, but he cheats on her. That really made me lose respect for him. I didn't buy the claim that it was for the sake of finding the book and staying on Pillow's good side. You all know how I feel about any type of infidelity in books I read. It makes the story lose major points for me. 
 This one can be read as a stand alone. I didn't feel like you had to have read the first book in order to read this one. So if you missed The Dirty Book Murder, you can read this one without feeling like you are missing something.",2
mystery_thriller_crime,These books are very entertaining and easy reads.,3
poetry,"Sometimes the politics overwhelms the poetry, but mostly this is a strong collection from the Israeli poet, appalled at his right-wing government.",4
poetry,"lsmH llh lmtrjm , nSwS qym@ lshk lkn fsd lG@ lmtrjm shwhth",3
mystery_thriller_crime,"Good As Gone is a thriller by Douglas Corleone. His protagonist is Simon Fisk. The story starts with Simon in France being arrested, but he's not being taken to jail. Instead they take him to a house where he's asked to find a missing girl who's been abducted. They ask him because they know who he is, a former United States Marshall. His own daughter was abducted and after that, he became the person who searched for children who were taken by a parent. 
 This child, Lindsay Sorkin, was not abducted by a parent, but by a stranger. After talking to the parents, Fisk agrees to take on the case. 
 At that point, the book races to the end, from town to town, country to country, death to near death. Fisk moves through nightclubs, dark alleys, and his own dark memories. The goal of all this is to find the young girl and save her from a very black future. 
 The story moves fast and I quickly turned pages. By the end of the book, Fisk is looking not for one person but for two. It is a very unexpected twist that will shock the reader. 
 I give Good As Gone a rating of Hel-of-a-Story.",5
comics_graphic,"Cats are not natural cleaners, but they are excellent crime-fighters.",4
comics_graphic,"Definitely one of the weaker volumes to date and probably my least favorite. Three separate storylines that aren't cohesive when put together. First issue is a get out and vote type thing, which I guess is timely for New York since state and borough positions are open for voting, but definitely odd to see in a comic book geared for teens. The middle storyline is interesting, but I still have no idea how a computer virus can infect people's brains. The side story with Zoe and Nakia was a nice touch and I love how it was handled. The last issue follows Bruno's adventures in Wakanda. We see he can't seem to stay away from mischievous people even when he's injured. I'm curious to see if we'll get a follow up on his story in upcoming issues. 
 Still, I love Kamala and her comics will always bring me joy.",3
fantasy_paranormal,"Truly, I thought this book was beautiful. Morgenstern is not only a talented artist, but a gifted storyteller as well. The plot of the tale is so rich and layered, her descriptive scenes are utterly magical, and the romance of the circus and the primary characters held me captive from the first. I enjoyed every single page, and was sad to read the last sentence. A highly recommended escape.",5
comics_graphic,"The Dollmaker (1-4). The New 52 has created tons of new villains, to pretty limited success. The story of the Dollmaker here is the exception. He's creepy and scary and has a horrible modus operandi that all around makes him intriguing and memorable. Connecting up the first issue to the most classic of classic villains -- the Joker -- also helps a lot [7/10]. 
 Penguin Plans (5-7). It's nice to see how the organized crime of Gotham fares in the New 52, but parts of this story are a bit incoherent for some reason. [5/10]. 
 As a whole, I'm not sure how memorable this volume will be, but still it was interesting while I was reading it. I just barely scrapes in 4 stars for me; call it 3.51.",4
comics_graphic,This was a rather cute volume of manga with a older man being completely flustered over his younger lover. There is lot of adorable moments in book where Kitahara deals with his attraction to Kuze. I really loved their first sex scene where Kitahara almost blows it by asking about Kuze's experience and being confused about what to do. The pajama segment was also one of my favs. The smaller set of chapters were also sugary sweet with the older man who loves cute things including his younger a little immature lover. Yuu wanting to be held instead of the stuff rabbit is a nice little idea for a story. There were clean lines for the art and I love all the uses of chibi's in this book since it worked really well with the cutsy moments in the story.,4
mystery_thriller_crime,Light reading but enjoyed it.,4
history_biography,"BotNS 2015 Summer Bingo - A Biography of Someone You Dislike 
 I don't even know what to say about this book other than it took forever for me to complete it and that I am glad that I live in the USA!",3
history_biography,"Samuel Eaton's Day: A Day in the Life of a Pilgrim Boy 
 Sarah Morton's Day: A Day in the Life of a Pilgrim Girl 
 Tapenum's Day: A Wampanoag Indian Boy in Pilgrim Times 
 This set of books is uniquely done. Full color photographs of Plimouth Plantation interpreters compliment simple text relating to their dress, chores, entertainments, hopes and struggles. 
 Tapenum's Day is the only one of the set that is NOT biographical. We do not have information on the names, dates and professions of the Native Americans at the time of the settlement of Plimouth Plantation. Tapenum's Day pieces together what we know of native american life to give us a glimpse into housing, dress, chores, family relationships, religious expression, food, the role of elders and migration practices. 
 Epilogues include a paragraphs on what is known of the Wampanoag people, the Wampanoag Indian Program at Plimouth Plantation and the practice of becoming a ""Pniese"" in Wampanoag culture, as well as a biography of the actor who interprets Tapenum for this lovely text. 
 Highly recommended for Thanksgiving and study of the Mayflower/ Plimouth Pilgrims. The only thing that would be better than this is visiting Plimouth Plantation!",5
romance,Great story!! Made me want to read the rest. <3,5
mystery_thriller_crime,"VIRGEN OF THE WIND ROSE, THE 
 by Craney, Glen 
 a novel of espionage in the end times 
 Jaqueline is a literalist Christian involved in an evangelical group that believes in the rapture. She leans on the Rev. Merry for support, admires and trusts him. As the book opens she is waiting for the return of her fiance, Paul. But Paul doesn't return; he has been murdered in Ethiopia, not even the place where Jaqui thought he was. Determined to find out the truth about what happened and who he really was, Jaqui, an employee of the State Department USA heads to Ethiopia despite protests and warnings from her work superiors. From here, rather than resolving anything, her questions multiply and she feels driven to pursue the answers in the Middle East, the USA and even Canada. Her emotions become complicated when she meets a stranger in a church crypt in Ethiopia, at once threatening and attractive. 
 In a parallel story, three young men, members of the Order of Christ in thirteenth century Spain and Portugal engage in a plot for the Portuguese king against Spain in a quest to find India and all her riches before the Spanish do. That is what the Portuguese want Spain to think, anyway. The story is an entanglement of secret agents, Queen Isabella, peremptory deaths and betrayals and the struggle to succeed. 
 The mystery surrounds, on the one hand, what happened in history around the discovery of the New World, Christopher Columbus, and a quest to discover the Jewish Ark of the Covenant, hidden after the Roman destruction of the Jerusalem Temple; and, on the other hand, the modern belief based on prophecy that the Temple must be rebuilt in its original site, the Ark restored, and sacrificial rituals resumed before the End Time can come. Much of the mystery relies upon the deciphering of codes left by generations of descendants committed to protecting the secret location of the Ark of the Covenant. 
 Craney's writing is direct and well-paced. The characters are believable and well motivated. The historical material feels realistic and true to its era. Readers who are interested in cryptology will love this book, as may espionage and romance-suspense readers, the latter as long as they don't require that all will turn out well in the end. Some of the plot needs the suspension of belief when an international art thief moves about the world with ease, as well as our protagonist who both manages movement as well as figuring out the codes fairly rapidly, albeit step by step. The plot development intrigues, especially for those who can process and remember where we are in the decoding process. The serious reader might wish to keep a notebook by his/her side. 
 We gain insight into the murky world of interfaith relations from the times of peaceful co-existence to the Inquisition to the modern-day tensions of the Middle East. In this context we see how really closely related we all are, and how the strains of Judaism, Muslim and Christian intertwine in our own geneologies. Particularly, we have the opportunity to reflect on how powerful and would-be powerful people manipulate our racial and ethnographic differences in order to divide and conquer. In between the lines we can see the folly of humankind allowing itself to be so manipulated and a remote possibility of an ever-receding peace. 
 Craney's book provides much entertainment, historical imagination and insight, as well as fodder for serious reflection on current events.",3
history_biography,"The Far Shore is immediately intriguing, with clever and relatable humour filling the first chapters of the book. It soon becomes a refreshingly-written and intimate look into the life and mind of a woman who is desperate for a change from the path she has known for so long. With quirky and well-formed characters, the book steadily develops into a brilliant adventure around the world as the dark and mysterious past is explored.",5
children,"Klassikko vanhojen tyttokirjojen joukossa. En ole aiemmin naita kirjoja lukenut, mutta nyt vanhat tyttokirjat ovat jostain syysta kiinnostaa. Tama oli aika hauska kirja siina mielessa, etta vaikka se on kirjoitettu lahes 100 vuotta sitten, se on edelleen joiltain osin ajankohtainen, eika lainkaan vanhentunut. Tietysti lukiessa heraa sellaisia kysymyksia kuin etta miten rikkaita tyttojen perheiden taytyykaan olla ja miten he saavat kaikkea, mika suurelle osalle sen ajan ihmisista oli saavuttamatonta unelmaa. Kaikesta huolimatta hauska kirja.",3
comics_graphic,"A book that I like even less on a reread. Bendis' chapters do a great job of bookending Spider-Man, while Hickman's Nick Fury finale nails it. The rest of the book is much more transparently a setup for v3 of Ultimate Comics, and as a result, it just doesn't fit with the rest of the narrative. Unless you're specifically returning to those series, you'll find yourself skipping over that content to get to the ""good"" stuff.",3
comics_graphic,"I love the skewed view of the ""traditional manga"" presented in these books through the blase attitude (and drawing of) of the main character, the over-dramatic cast and monsters-are-an-every-day-thing world. I found it refreshing and entertaining.",4
fantasy_paranormal,"""Cades Cove: The Curse of Allie Mae"" is a ghost story written in current times with bits of history, tradition, and ancestry thrown in. 
 David and Miriam Hobbs venture to a secret place in Cades Cove that is reportedly the 1800's version of Lover's Lane. They see hearts and names carved on the old trees, and one of the names is Allie. Later they find an old treasure bag with Allie's name embroidered on it. David takes the bag home to Denver and the ghost story begins. Allie turns out to be a hateful poltergeist that terrorizes David's family. Of course you'll keep reading to find out how they get rid of her and who she is. The family connection at the end between Allie and David is intriguing. 
 When the family can't take any more of Allie's deadly mischief, David takes Allie's bag back to Cades Cove and enlists the help of a Cherokee Indian guide and his shaman daughter to get rid of Allie. After intense spells and a flashback to Allie's gruesome death, the story ends, and all is well. 
 At that point, I would have given the book lots of stars for the good plot, but it doesn't end there. The story apparently segues into a sequel. 
 If you like ghost stories, this one is for you!",4
fantasy_paranormal,amazing as all the rest :),5
children,A favorite from my first job as a public children's librarian responsible for preschool storyhour programs. The children loved it too.,4
romance,It was okay but some of the language wasn't in time with the book and wasn't necessary. I thought the character build was trite.,3
young_adult,I read this book when I was 15. And I remember not knowing much about it and it took me forever to pick it up and read. At that age I LOVED the story....It made me laugh and I related to the character. I read the book in a sitting. I am now 21 and I just don't get the same things out of it that I did back then. I still think that it's great that Stephenie Meyer wasn't afraid to make vampire's so different for what we all know. Alot of people hate this I mean yeah the sparkling thing is kinda weird but to make them good. And I think that us women are drawn to the bad boy who we think we can fix so she really is that far off. It's still an ok read. Just not one of my favorites.,3
romance,"Glb l`ml ldby@ lty qrth `Ttny nTb` n ldyb `ndm tkwn lrwy@ SGyr@ wGyr kbyr@ fy lHdth yD` `lq@ Hb ltmty' lrwy@ qlyl wGlbt@ tkwn `lqth bbqy lrwy@ `lq@ wshH@ nh qS@ lHb hdhh shy' dkhyl `ly lrwy@ fy lSl km lw kn yjb `ly lktb wD` qS@ Hb fy rwyth wl knt rwy@ nqS@ lshy' jwhry...wytjly hdh wDH fy rwy@ mHl lywsf zydn . 
 hdhh lrwy@ hy wl m qr' lHlm ""wshklh hbqy ftH@ khyr n sh llh "":) qS@ lHb fy dhh lrwy@ hy tqryb lrwy@ klh wshdny lbd` lshdyd wltfSyl lmlyy'@ blbd` ..qS@ lHb hn hy lrwy@ wbdhth wrbm tkwn fkr@ lnqsm wlm'sy fy ljzy'r ...lkh hy mjrd mwr thnwy@ tdm lqS@ lssy@ ..lkn m Sdmny Hth hw lnhy@ wsr`@ lnfSl wdkhl lshkhS lmsbb lkl lmshkl bSwr@ mt`jl@ km lw kn ""khr ywm lnhrd@"" `ly l`ks tmm mn kl Hdth lrwy@ .....wmshl@ ""lfynysh""llmn@ l`lmy@ hy mshkl@ `wyS@ l ynjw mnh ldb l qlyl .",4
mystery_thriller_crime,sociopath. really.,2
history_biography,"My copy of The Double Life of Mistress Kit Kavanagh was sent to me by The BookBag and my review was originally published on their website. 
 In early eighteenth century Ireland, young Irish beauty Kit Kavanagh lives a quiet, settled life in a Dublin alehouse with her husband, Richard. When Richard is suddenly whisked away to join the British army, Kit disguises herself as a man and enlists as a soldier, determined to follow and find her husband across war-torn Europe. 
 The premise alone sets up The Double Life of Mistress Kit Kavanagh to be an exciting and interesting read, and it certainly lives up to its expectations. I mean honestly, it's about a woman who masquerades as a man to go and rescue her husband - she's no helpless damsel and she rocks. From the novel's opening pages the story immediately takes off and Kit's life is drastically changed from simple housewife to fearless dragoon, bound to set sail to the bloodied lands of Italy. As a reader, being immediately thrown in to the action is what had me gripped from the start - Fiorato's writing gives you detail without weighing the story down and it's very well paced. There's no dawdling about or useless rambling - just bam, you're in the action and that made everything so exciting. What perhaps made the story particularly interesting is that it is based on fact, since Kit Kavanagh was a real woman who fought in the British Army during the War of the Spanish Succession. Fiorato's novel is of course fiction but it's woven around factual details which gives the story its clarity and makes it feel grittily realistic. 
 The novel is split in to two parts: the first part focuses on Kit's life as an army soldier and having to conceal her identity from her fellow officers. The second part leads to Kit once again dressing as a woman when she is recruited by the cunning Duke of Ormonde to be used as a spy against the French. At first, I enjoyed the first half more than the second, but Kit's double life as a political pawn became equally as entertaining as her life as an army dragoon. The beginning of the second part did feel like things were moving more slowly since Kit had to once again start over and recreate her identity. Having said that, the novel worked well at keeping me guessing and Fiorato succeeds in executing a very entertaining recreation of a real woman's journey. 
 Set during the early 1700's in the middle of a war, the plot is quite history heavy. There's a lot of detail about why the war is taking place and who is fighting who and even the history of the European monarchy. Being historical fiction this is somewhat expected, but Fiorato incorporates this necessary detail very well. Plus, the story is principally a tale about Kit's adventures so you learn everything along with her and it's fascinating in addition to being vital to the plot. 
 Kit is a brave and unpredictable heroine and I loved how she continued to grow stronger and bolder throughout. Seriously, she's so boss and fearless which is everything I love in a female character. She comes across as kind of an Irish Mulan but seeing as they were both women who dressed in men's clothes and went off to war it's kind of hard not to see the similarity. Despite her reason for going to war being to search for her missing husband, she comes in to her own and the story takes lots of twists and turns that I wasn't expecting, but it kept the plot bobbing along very nicely. Kit forms a close bond with her commanding officer, Captain Ross, and their friendship develops wonderfully. Kit and Ross were actually the only characters I was rooting for, since many of the smaller characters - Kit's comrades and such - are virtually interchangeable. 
 There are however some wickedly brilliant antagonists who are characterised especially well in that they are both complex but very believable in their actions. A lot of them made me want to get in between the novel's pages and kick them in the groin, but it's okay because Kit does that for you and she absolutely rocks at it. 
 I'm so glad I got the opportunity to read this since beforehand I had never heard of Kit Kavanagh, but this novel just proves that history has some amazing women that went against the grain of convention.",4
young_adult,"Pffffffffft. I don't even know what to say. 
 Maybe this series should have been just a trilogy. 
 Not that the plot is bad... just predictable and tiring.",3
comics_graphic,"Johns' exploration of the ""emotional spectrum"" continues to be a lot of fun",5
children,"Great rhyming retelling of the three little pigs, ninja style! 
 Good for preschool storytimes.",4
history_biography,"A beautiful, heart-warming story in the midst of freezing cold winter.",4
poetry,"Darra's father steals a minivan, and a little girl. He only knows about and intended to steal the car. Darra suspect that Wren might be in their garage, but she doesn't dare tell her parents. A few years later, they both end up at the same summer camp. They don't recognize each other by sight, but by name. The girls are forced to face something they would both rather forget, but by sharing their story maybe they can forgive. 
 This was a very intense story about the girl who got accidentally kidnapped and the other girl who knew she was there. I loved how the story was written in prose poetry. Also, Darra's part was even more than just the straight-foward words, because the words at the end of the longer lines, told a story of their own. This was a brief story, and I wish we got more insight into Wren's family. It seems like we never find out too much about her and end up knowing a lot more about Darra. I love that they meet a summer camp and are forced together. It wouldn't have been a completely different thing if they never met each other. The voices were very true to the ages of the characters, you can see a vast difference from eight-years old to fourteen, especially for Wren. This was a compelling story about how one viewpoint might not hold all the answers and how to girls who want to forget eachother can break through that and make themselves both feel a lot better. 
 First Line: 
 ""I was a happy little girl wearing a pink dress, 
 sitting in our gold minivan, 
 dancing with my doll, Kamara."" 
 Favorite Line: 
 ""His hair smells like the lake.""",5
comics_graphic,"Saitama, aka the One-Punch man literary beats his opponents with just one punch! This is how strong our hero is. Already laid-back even before he became the world's strongest hero, eventually he got too bored because no monster has ever posed a real threat to him. Saitama has all the strength of Fist of the North Star's Kenshiro who is always nonchalant like Naruto's Shikamaru. 
 Plus, he's bald. 
 One thing very noticeable with One-punch man is that it does away with lengthy back stories and complicated plots. Rather, the manga throws you right away with outrageously boombastic fight scenes from almost cover to cover. No shitty dialogues and corny lines, just pure martial fun. 
 I may have outgrown this type of manga (or may have read too much Kazuo Koike creations), but One-Punch man is downright funny and entertaining. The dullest moments I've read are Saitama's backstories prior to him going bald but those scenes are way more than just being mediocre. 
 The monster designs in one-punch man are detailed, regardless of how long their screen time is. I find it so hilarious when most of them have very serious motivations to invade earth, only to be thwarted by a seemingly uninspired protagonist. With this regard, I must honorably mention Vaccine Man! 
 One-Punch may not be anymore suited for my age but one cannot ignore how good it is. Looking forward to reading the second volume.",4
history_biography,"I had to think about this review. This book was written in a hard style to follow. It started slow,then picked up but I thought at times that I had skipped a page or two. 
 The characters were not very likable,but they did change during the course of the story. They were not at all as you first thought they were. 
 I would read another book by this author. I'd like to find out further about the people in this book. It shows it did keep me thinking of the story and characters,which to me,is the sign of a good book. 
 I won this book in a Goodreads giveaway.",3
young_adult,"Hyva nuortenkirja taas Lehtiselta, tempaa mukaansa jo auttamattomasti vanhentuneenkin lukijan.",3
history_biography,very good..,5
fantasy_paranormal,"As the second book in the Reaper's series, Dark Alpha's Embrace, Donna Grant dives a little deeper into the mysterious Reapers. Shrouded in mystery the Reapers are a blend of Light and Dark Fae who are chosen by Death to maintain the balance between Light and Dark. Learning the back story of the Reapers is fantastic, considering their pasts and all that had to be overcome to work as a seamless unit. 
 Kyran, a Dark Fae, is the focal point in Dark Alpha's Embrace. Having a tragic and heartbreaking past, his character remains strong and his loyalty runs deep for those he holds dear. 
 Living life as a simple human, quiet book loving River refuses to be a damsel in distress to stand up to the Fae who dare to take her books. With her fiery personality and unique history, River is challenged to look past all that she has known. 
 Dark Alpha's Embrace blends effortlessly with the Dark Kings and I enjoy getting a different perspective. Dark Alpha's Embrace was provided by Netgalley for an honest review. 4/5",4
mystery_thriller_crime,"** spoiler alert ** 
 I did not see this one coming at all! 
 The best way to describe this book is... Highlander meets Buffy meets Superman meets Lord of the Rings! 
 The vampire federation idea is clever - a more sophisticated Buffy! The sword swishing was all about highlander ""there can be only one"", the goblins definitely made me think of LOTR, and the twist... aliens from space - of course, superman. 
 This is my first book by this author & I have to admit that I was convinced it was not my thing when I started. It had the gore, blood and description typical of horror movies - I have never read a book like it. 
 BUT, as you read you got involved with the complex characters - and boy are there MANY of them! Even I lost track of who was who at times! 
 If you enjoy action, adventure and gore - this is the book for you. 
 Overall, I really enjoyed it and was left wanting to read more. It is obvious this is a series since the story is left unfinished... and you get a teaser into the first book. This is the only thing that annoys me - I prefer to know how many books it's going to take to finish the story.",4
romance,great novella with an older couple :),4
mystery_thriller_crime,"3.5 and a delicous start to this series! Kade or Blaine, well at this point I'm unsure of which one but I like them both. Looking forward to the next book. Will give a FULL review once I finish this series.",4
mystery_thriller_crime,"I continue to like the core stories, but some of the asides are repetitive, really obvious, and really get in the way of the flow of the story.",3
young_adult,"4th&up. 
 Add a star if you're a preteen 
 If you read and loved the Percy Jackson series, especially the first book, The Lightning Thief, this story might sound a bit familiar to you. Carter and Sadie find out that powerful gods inhabit the real world and these formally ordinary kids discover that they have a vital role to play when it comes to maintaining balance between the humans and the gods. 
 So, the story is a bit derivative and definitely patterned after the Percy Jackson series, but it is a damn good formula that Riordan is following- so considering the action, the appealing main characters, the interesting Egyptian mythology (though not as compelling as Greek mythology IMHO) and bits of humor, this book should still be a solid hit with young readers. 
 (I could have done without the baboons- but, hey, that's probably just me).",3
young_adult,Las inte den har boken.,1
